pro_title,pro_brand,pro_model,pro_color,数量,normalized_brand,device_category,normalized_model,memory_storage,normalized_color,storage
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-12400F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 32寸 1K 144HZ,1,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机,OPPO,i5-13600KF 内存32G 硬盘1T    显卡4060ti  水冷 （海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
30系列短租电竞台式机,OPPO,i3-12100F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 32寸 1K 165HZ,1,OPPO,Smartphone,i3-12100F 内存16G 硬盘512G 显卡2060（普通机箱）,未知+16GB,主机+显示器 32寸 1K 165HZ,未知+16GB
酷睿i5/i7 低中高端式电脑主机,OPPO,i5-12400F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 32寸 1K 144HZ,1,OPPO,Computer,i5,未知+16GB,主机+显示器 32寸 1K 144HZ,未知+16GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-13400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
iPhone 15 Pro Max,苹果,512GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,白色,未知+512GB
iPhone 15 Pro,苹果,256GB,蓝色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
21款/24款小新Pro14,OPPO,ThinkPad四代/i5/8G/256G/集显办公,详规格备注,1,OPPO,Smartphone,Pro14,未知+8GB,详规格备注,未知+8GB
30系列短租电竞台式机,OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i7-12700F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
30系列短租电竞台式机,OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,纯主机+显示器 27寸 2K 240HZ（黑神话悟空.推荐）,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,未知+32GB,黑色,未知+32GB
iPhone16 ProMax,苹果,512GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
22款iPad Pro,OPPO,11英寸/128G/WiFi版+三代苹果笔,详规格备注,1,OPPO,Smartphone,iPad Pro,未知+128GB,详规格备注,未知+128GB
iPhone 16,苹果,256GB,粉色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,粉色,未知+256GB
华为nova 12,华为,256G,樱语白,1,Huawei 华为,Smartphone,nova 12,未知+256GB,白色,未知+256GB
iPhone16 Pro,苹果,512GB,沙漠色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
iPhone16 Pro,苹果,128GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,白色,未知+128GB
iPhone15 Plus,苹果,256G,绿色,1,Apple 苹果,Smartphone,iPhone15 Plus,未知+256GB,绿色,未知+256GB
realme真我GT7 Pro,真我,12+512GB,光域白,1,Realme 真我,Smartphone,realme,未知+512GB,白色,未知+512GB
30系列短租电竞台式机,OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,纯主机+显示器 27寸 2K 240HZ（黑神话悟空.推荐）,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,未知+32GB,黑色,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
30系列短租电竞台式机,OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Smartphone,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机,OPPO,i5-12400F 内存16G 硬盘512G 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Computer,i5,未知+16GB,主机+显示器 27寸 2K 165HZ,未知+16GB
华为Mate 70,华为,12+512GB,风信紫,1,Huawei 华为,Smartphone,Mate 70,未知+512GB,紫色,未知+512GB
vivo iQOO 13,vivo,16GB+512GB,传奇版,1,VIVO,Smartphone,vivo iQOO 13,16GB+512GB,传奇版,16GB+512GB
iPhone15,苹果,128GB,黄色,1,Apple 苹果,Smartphone,iPhone15,未知+128GB,黄色,未知+128GB
OPPO Find X8,OPPO,12+256G,追风蓝,1,OPPO,Smartphone,OPPO Find X8,未知+256GB,蓝色,未知+256GB
华为 Mate 70,华为,12GB+256GB,雪域白,1,Huawei 华为,Smartphone,Mate 70,12GB+256GB,白色,12GB+256GB
iPhone 16,苹果,256GB,深青色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,深青色,未知+256GB
首月1元 iPhone16 Pro Max 新人专享,苹果,256G,原色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max 芝麻推广,苹果,512G,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,256G,原色钛金属,88,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,512G,白色钛金属,13,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
首月1元iPhone16 租物专享,苹果,256G,黑色,1,Apple 苹果,Smartphone,iPhone16,未知+256GB,黑色,未知+256GB
iPhone 16 Pro 全新国行正品 非监管机,苹果,512G,黑色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,黑色,未知+512GB
iPhone 16 Pro 全新国行正品 非监管机,苹果,512G,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,金色,未知+512GB
iPhone16 Pro Max 全新国行 顺丰包邮 消费圈专享,苹果,256G,原色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max 首月1元 活动专享,苹果,256G,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro 首月1元,苹果,512G,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,白色,未知+512GB
iPhone16 Pro  全新国行 顺丰包邮 消费圈专享,苹果,256G,白色钛金属,3,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
iPhone 16 全新国行正品 非监管机,苹果,128G,黑色,1,Apple 苹果,Smartphone,iPhone 16,未知+128GB,黑色,未知+128GB
iPhone 16 首月1元,苹果,256G,黑色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,黑色,未知+256GB
iPhone 16 首月1元,苹果,256G,白色,2,Apple 苹果,Smartphone,iPhone 16,未知+256GB,白色,未知+256GB
iPhone 15 Pro,苹果,128GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,白色,未知+128GB
东恒创出单测试[监管],苹果,128G,黑河银,3,Apple 苹果,Smartphone,128G,未知+128GB,黑色,未知+128GB
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
东恒创出单测试[非监管],苹果,128G,黑河银,1,Apple 苹果,Smartphone,128G,未知+128GB,黑色,未知+128GB
HUAWEI Mate 70 新款纯血鸿蒙 超可靠玄武架构,华为（HUAWEI）,12GB+512GB,雪域白,2,Huawei 华为,Smartphone,HUAWEI Mate 70,12GB+512GB,白色,12GB+512GB
一加 Ace 5 新款游戏性能手机 AI智能5G,OPPO,16GB+512GB,全速黑,1,OPPO,Smartphone,Ace 5,16GB+512GB,黑色,16GB+512GB
Apple Watch Ultra 2 2024版 S9智能手表,Apple,49毫米 GPS+蜂窝网络版 S/M,黑色钛金属表壳-钛金属米兰尼斯表带-黑色,1,Apple 苹果,Smartphone,Apple Watch Ultra 2,未知,黑色,未知
Apple/苹果 AirPods Max,Apple,官方标配,星光色,1,Apple 苹果,Smartphone,Apple,未知,星光色,未知
iPad Air 2024款 M2芯片 Apple/苹果 新款平板电脑,Apple,11英寸256GB 无线局域网机型,星光色,2,Apple 苹果,Computer,iPad Air 2024,未知+256GB,星光色,未知+256GB
iPhone 16 Pro Max  【首月1元】,Apple,256GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,白色,未知+256GB
iPhone 16 Pro【首月1元】,Apple,128GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+128GB,金色,未知+128GB
iPhone 16 Pro Max全新国行正品 信用免押 顺丰包邮,Apple,256GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max全新国行正品 信用免押 顺丰包邮,Apple,512GB,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,黑色,未知+512GB
iPhone 16 Pro Max 现货速发 顺丰包邮,Apple,512GB,沙漠色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,金色,未知+512GB
iPhone 16 Pro Max 现货速发 顺丰包邮,Apple,256GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 16 Pro Max 现货速发 顺丰包邮,Apple,512GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,金色,未知+512GB
华硕天选5 Pro[非监管],OPPO,FX607 I7-13650HX 16G/1TS 4060-8G 165H 2.5K灰 天选5 Pro,详规格备注,2,OPPO,Smartphone,Pro,未知+16GB,详规格备注,未知+16GB
iPhone 16[非监管],苹果,256GB,黑色,2,Apple 苹果,Smartphone,iPhone 16,未知+256GB,黑色,未知+256GB
22款iPad Pro[监管],OPPO,11英寸/128G/WiFi版,详规格备注,9,OPPO,Smartphone,iPad Pro,未知+128GB,详规格备注,未知+128GB
华为 Matebook 14[非监管],华为,短租推荐/95新华为14/十代i5/8G/512G/MX250,详规格备注,1,Huawei 华为,Computer,Matebook 14,未知+8GB,详规格备注,未知+8GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070（海景房机箱）,主机+显示器 27寸 2K 165HZ,4,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 27寸 2K 165HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 32寸 1K 144HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
华为Mate 70[非监管],华为,12+256GB,曜石黑,1,Huawei 华为,Smartphone,Mate 70,未知+256GB,黑色,未知+256GB
realme真我GT7 Pro[非监管],真我,16GB+256GB,光域白,1,Realme 真我,Smartphone,realme,16GB+256GB,白色,16GB+256GB
21款/24款小新Pro14[非监管],OPPO,ThinkPad四代/i5/8G/256G/集显办公,详规格备注,23,OPPO,Smartphone,Pro14,未知+8GB,详规格备注,未知+8GB
realme真我GT7 Pro[非监管],真我,16+512GB,光域白,4,Realme 真我,Smartphone,realme,未知+512GB,白色,未知+512GB
realme真我GT7 Pro[非监管],真我,12GB+256GB,星迹钛,1,Realme 真我,Smartphone,realme,12GB+256GB,星迹钛,12GB+256GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,6,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,单主机,11,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
22款iPad Pro[非监管],OPPO,11英寸/128G/WiFi版,详规格备注,2,OPPO,Smartphone,iPad Pro,未知+128GB,详规格备注,未知+128GB
华为Mate 70[非监管],华为,12+256GB,云杉绿,2,Huawei 华为,Smartphone,Mate 70,未知+256GB,绿色,未知+256GB
vivo iQOO Z9 Turbo+,VIVO,vivo iQOO Z9 Turbo+,曜夜黑,1,VIVO,Smartphone,vivo iQOO Z9,未知+9216GB,黑色,未知+9216GB
华为mate70,华为,华为mate70,曜石黑,5,Huawei 华为,Smartphone,mate70,未知,黑色,未知
一加 12,一加,一加 12,苍绿,1,OnePlus 一加,Smartphone,12,未知,绿色,未知
荣耀300,荣耀,荣耀300,庐烟紫,1,Honor 荣耀,Smartphone,荣耀300,未知,紫色,未知
iPhone 15 Plus,苹果,iPhone 15 Plus,绿色,1,Apple 苹果,Smartphone,iPhone 15 Plus,未知,绿色,未知
iPhone16 Pro Max 全新国行 顺丰包邮 消费圈专享,苹果,256G,沙漠色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPad （第十代）无线版 全新正品 顺丰包邮,Apple,64GB 无线局域网机型,银色,1,Apple 苹果,Smartphone,iPad,未知+64GB,银色,未知+64GB
iPhone 16 Pro 【首月1元】,Apple,256GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,白色,未知+256GB
东恒创出单测试2[监管],苹果,128G,黑河银,1,Apple 苹果,Smartphone,128G,未知+128GB,黑色,未知+128GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070（海景房机箱）,单主机,2,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,5,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,20,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
华为擎云G540/S540[非监管],华为,华为擎云S540-5651SP银 I5-1240P 16G/512G集--银,详规格备注,1,Huawei 华为,Smartphone,G540,未知+16GB,详规格备注,未知+16GB
联想拯救者R7000/R7000P[非监管],OPPO,拯救者R7000P 2024 R7-8845H 16G 1T RTX4060灰 165HZ,详规格备注,5,OPPO,Smartphone,R7000,未知+16GB,详规格备注,未知+16GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 27寸 2K 165HZ,3,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,4,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
30系列短租电竞台式机[非监管],OPPO,i5-13600KF 内存32G 硬盘1T    显卡4060ti  水冷 （海景房机箱）,纯主机+显示器 27寸 2K 240HZ（黑神话悟空.推荐）,1,OPPO,Smartphone,i5-13600KF 内存32G 硬盘1T    显卡4060ti  水冷 （海景房机箱）,未知+32GB,黑色,未知+32GB
华为Mate 70[监管],华为,12+512GB,曜石黑,2,Huawei 华为,Smartphone,Mate 70,未知+512GB,黑色,未知+512GB
华为 Mate 70[非监管],华为,12GB+256GB,曜石黑,2,Huawei 华为,Smartphone,Mate 70,12GB+256GB,黑色,12GB+256GB
21款/24款小新Pro14[非监管],OPPO,长租推荐全新24款小新Pro14/R7-8745H/24G/1T/2.8K/120Hz灰,详规格备注,2,OPPO,Smartphone,Pro14,未知+24GB,详规格备注,未知+24GB
iPhone16 ProMax[非监管],苹果,256GB,原色钛金属,25,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
30系列短租电竞台式机[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 27寸 2K 165HZ,1,OPPO,Smartphone,i5-10400F 内存16G 硬盘512G 显卡3050（普通机箱）,未知+16GB,主机+显示器 27寸 2K 165HZ,未知+16GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060 水冷（海景房机箱）,主机+显示器 32寸 1K 144HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 32寸 1K 144HZ,未知+32GB
30系列短租电竞台式机[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡3050（普通机箱）,主机+显示器 32寸 1K 165HZ,1,OPPO,Smartphone,i5-12400F 内存16G 硬盘512G 显卡3050（普通机箱）,未知+16GB,主机+显示器 32寸 1K 165HZ,未知+16GB
联想拯救者Y7000/Y7000P[非监管],OPPO,Y7000P 2024 i7-14650HX 16G 1T RTX4060 2.5k 165Hz,详规格备注,7,OPPO,Smartphone,Y7000,未知+16GB,详规格备注,未知+16GB
iPhone16 ProMax[非监管],苹果,256GB,沙漠色钛金属,32,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone16 Pro[非监管],苹果,128GB,白色钛金属,9,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,白色,未知+128GB
iPhone16 ProMax[监管],苹果,256GB,白色钛金属,45,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
iPhone16 Pro[监管],苹果,256GB,原色钛金属,6,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone16 ProMax[监管],苹果,256GB,黑色钛金属,46,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,黑色,未知+256GB
iPhone 16[非监管],苹果,256GB,粉色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,粉色,未知+256GB
iPhone 16[非监管],苹果,128GB,深青色,1,Apple 苹果,Smartphone,iPhone 16,未知+128GB,深青色,未知+128GB
iPhone 15 Pro Max[监管],苹果,256GB,蓝色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,4,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
4060系列90天起租[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,单主机,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,未知+32GB,单主机,未知+32GB
联想拯救者Y7000/Y7000P[非监管],OPPO,Y7000P 2024 i7-14650HX 16G 1T RTX4050 2.5k 165Hz,详规格备注,6,OPPO,Smartphone,Y7000,未知+16GB,详规格备注,未知+16GB
联想小新16[非监管],OPPO,i5-13420H 16G 512G FHD卷云灰,卷云灰,2,OPPO,Smartphone,i5-13420H 16G 512G FHD卷云灰,16GB+512GB,灰色,16GB+512GB
21款/24款小新Pro14[非监管],OPPO,短租优选95新/21款小新Pro14/R7/16G/512G/集显,详规格备注,5,OPPO,Smartphone,Pro14,未知+16GB,详规格备注,未知+16GB
22款iPad Pro[监管],OPPO,11英寸/256G/WiFi版+三代苹果笔,详规格备注,3,OPPO,Smartphone,iPad Pro,未知+256GB,详规格备注,未知+256GB
联想拯救者Y7000/Y7000P[非监管],OPPO,Y7000P 2024 i7-14700HX 16G 1T RTX4070 2.5k 165Hz,详规格备注,1,OPPO,Smartphone,Y7000,未知+16GB,详规格备注,未知+16GB
iPhone16 Pro[非监管],苹果,128GB,原色钛金属,4,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,金色,未知+128GB
iPhone16 ProMax[非监管],苹果,512GB,原色钛金属,7,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
iPhone16 Plus[非监管],苹果,512GB,黑色,1,Apple 苹果,Smartphone,iPhone16 Plus,未知+512GB,黑色,未知+512GB
iPhone 15 Pro[非监管],苹果,128GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,金色,未知+128GB
iPhone 16[非监管],苹果,256GB,白色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,白色,未知+256GB
iPhone 15 Pro[非监管],苹果,128GB,白色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,白色,未知+128GB
iPhone16 ProMax[监管],苹果,256GB,沙漠色钛金属,40,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone 15 Pro[非监管],苹果,256G,原色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,金色,未知+256GB
iPhone 15[非监管],苹果,128G,蓝色,2,Apple 苹果,Smartphone,iPhone 15,未知+128GB,蓝色,未知+128GB
iPhone 15 Pro Max[监管],苹果,256G,蓝色钛金属,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+256GB,蓝色,未知+256GB
iPhone16 ProMax[非监管],苹果,256GB,白色钛金属,36,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
华为Mate 70[非监管],华为,12+512GB,雪域白,3,Huawei 华为,Smartphone,Mate 70,未知+512GB,白色,未知+512GB
iPhone16 Pro[非监管],苹果,256GB,原色钛金属,4,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone16 ProMax[非监管],苹果,256GB,黑色钛金属,25,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,黑色,未知+256GB
iPhone16 Pro[非监管],苹果,128GB,黑色钛金属,4,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,黑色,未知+128GB
iPhone16 Pro[监管],苹果,128GB,白色钛金属,8,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,白色,未知+128GB
iPhone16 Pro[非监管],苹果,512GB,黑色钛金属,3,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,黑色,未知+512GB
iPhone 15[非监管],苹果,128G,黑色,1,Apple 苹果,Smartphone,iPhone 15,未知+128GB,黑色,未知+128GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,3,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 27寸 2K 165HZ,2,OPPO,Computer,i5,未知+32GB,主机+显示器 27寸 2K 165HZ,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12600KF 内存32G 硬盘1T 显卡4060ti 水冷（海景房机箱）,单主机,2,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
4060系列90天起租[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1,OPPO,Smartphone,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,未知+32GB,单主机,未知+32GB
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13400F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,单主机,1,OPPO,Computer,i5,未知+32GB,单主机,未知+32GB
iPhone 16[非监管],苹果,512GB,白色,1,Apple 苹果,Smartphone,iPhone 16,未知+512GB,白色,未知+512GB
iPhone16 Pro[非监管],苹果,256GB,沙漠色钛金属,2,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone 15 Pro[非监管],苹果,128G,黑色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,黑色,未知+128GB
华为 Matebook 14[非监管],华为,70新/i5/8G/256G/集显办公,详规格备注,4,Huawei 华为,Computer,Matebook 14,未知+8GB,详规格备注,未知+8GB
22款iPad Pro[非监管],OPPO,11英寸/256G/WiFi版,详规格备注,2,OPPO,Smartphone,iPad Pro,未知+256GB,详规格备注,未知+256GB
iPhone16 Pro[非监管],苹果,256GB,白色钛金属,9,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
iPhone16 Pro[非监管],苹果,128GB,沙漠色钛金属,3,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,金色,未知+128GB
iPhone 15[监管],苹果,128G,黑色,3,Apple 苹果,Smartphone,iPhone 15,未知+128GB,黑色,未知+128GB
iPhone16 ProMax[非监管],苹果,512GB,白色钛金属,14,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,白色,未知+512GB
iPhone 16[非监管],苹果,128GB,白色,1,Apple 苹果,Smartphone,iPhone 16,未知+128GB,白色,未知+128GB
iPhone 16[监管],苹果,256GB,白色,1,Apple 苹果,Smartphone,iPhone 16,未知+256GB,白色,未知+256GB
iPhone 15[监管],苹果,128G,绿色,1,Apple 苹果,Smartphone,iPhone 15,未知+128GB,绿色,未知+128GB
iPhone16 Pro[监管],苹果,128GB,黑色钛金属,6,Apple 苹果,Smartphone,iPhone16 Pro,未知+128GB,黑色,未知+128GB
iPhone16 ProMax[监管],苹果,256GB,原色钛金属,26,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,金色,未知+256GB
iPhone16 ProMax[非监管],苹果,512GB,黑色钛金属,18,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,黑色,未知+512GB
iPhone 15 Pro Max[非监管],苹果,512GB,原色钛金属,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,金色,未知+512GB
realme真我GT7 Pro[非监管],真我,16+1TB,星迹钛,1,Realme 真我,Smartphone,realme,未知+1024GB,星迹钛,未知+1024GB
iPhone 15[监管],苹果,128GB,黄色,3,Apple 苹果,Smartphone,iPhone 15,未知+128GB,黄色,未知+128GB
