pro_title,pro_brand,pro_model,pro_color,数量,cleaned_title,standard_model
HUAWEI Mate 60 Pro[监管],华为,12GB+512GB,雅川青,1.0,华为 Mate 60 Pro,华为 Mate 60
vivo iQOO 13[非监管],vivo,16GB+512GB,纳多灰,3.0,vivo iQOO 13,vivo iQOO 13
华为 Matebook 14[非监管],华为,短租推荐/95新华为14/十代i5/16G/512G/MX250/触控,详规格备注,1.0,华为 Matebook 14,未匹配: 华为 Matebook 14
华为 Mate 70,华为,12+256G 租赁版 云杉绿,12+256G 租赁版 云杉绿,2.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone 16 Pro Max 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,18.0,iPhone 16 Pro Max,iPhone 16 Pro Max
vivo iQOO Neo10 Pro,vivo,驰光白 16+512G,驰光白 16+512G,1.0,vivo iQOO Neo10 Pro,vivo iQOO Neo 10Pro
首月1元iPhone16 Pro Max租物专享,苹果,256G,白色钛金属,2.0,iPhone16 Pro Max租物专享,iPhone 16 Pro Max
iPhone16 Pro Max 芝麻推广租物,苹果,256G,黑色钛金属,3.0,iPhone16 Pro Max,iPhone 16 Pro Max
iPhone16 Pro Max 首月1元 租物活动专享,苹果,512G,沙漠色钛金属,4.0,iPhone16 Pro Max 租物活动专享,iPhone 16 Pro Max
iPhone16 Pro Max 首月1元 租物活动专享,苹果,256G,黑色钛金属,3.0,iPhone16 Pro Max 租物活动专享,iPhone 16 Pro Max
华为 Mate 70,华为,12+512G 租赁版 云杉绿,12+512G 租赁版 云杉绿,2.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone16 Pro Max 芝麻推广租物,苹果,512G,沙漠色钛金属,3.0,iPhone16 Pro Max,iPhone 16 Pro Max
vivo iQOO Neo10,vivo,驰光白 12+512G,驰光白 12+512G,5.0,vivo iQOO Neo10,vivo iQOO Neo 10
iPhone 16 Pro Max 仅激活,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,7.0,iPhone 16 Pro Max,iPhone 16 Pro Max
iPhone 14 Pro（95新）,Apple,暗紫色 256G,暗紫色 256G,17.0,iPhone 14 Pro,iPhone 14 Pro
红米 Turbo 4,红米,祥云白 公开版 12+512G,祥云白 公开版 12+512G,1.0,红米 Turbo 4,未匹配: 红米 Turbo 4
一加 Ace 5,一加,全速黑 12+256G,全速黑 12+256G,14.0,一加 Ace 5,一加 Ace 5
华为 Mate 70,华为,曜石黑 12+512G,曜石黑 12+512G,11.0,华为 Mate 70,未匹配: 华为 Mate 70
vivo iQOO 13,vivo,16+256G 传奇版,16+256G 传奇版,7.0,vivo iQOO 13,vivo iQOO 13
一加 Ace 5 Pro,一加,星穹紫 16+256G,星穹紫 16+256G,2.0,一加 Ace 5 Pro,一加 Ace 5 Pro
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13600KF 内存32G 硬盘1T 显卡4070S 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,5.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
4060系列90天起租[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,3.0,4060款系列90天起租,未匹配: 4060款系列90天起租
iPhone 15 Pro 仅激活,Apple,黑色钛金属 128G,黑色钛金属 128G,1.0,iPhone 15 Pro,iPhone 15 Pro
华为 Mate 70,华为,12+256G 租赁版 曜石黑,12+256G 租赁版 曜石黑,3.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone 16 Pro 仅激活,Apple,沙漠色钛金属 128G,沙漠色钛金属 128G,1.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8 Pro,OPPO,星野黑 16+512G,星野黑 16+512G,4.0,OPPO Find X8 Pro,OPPO Find X8 Pro
iPhone 16 Pro Max 仅激活,Apple,黑色钛金属 256G,黑色钛金属 256G,6.0,iPhone 16 Pro Max,iPhone 16 Pro Max
iPhone 16 Pro 仅激活,Apple,白色钛金属 512G,白色钛金属 512G,1.0,iPhone 16 Pro,iPhone 16 Pro
苹果  15PM 【首月1元】,Apple,256GB,黑色钛金属,1.0,苹果 15PM,未匹配: 苹果 15PM
华为 Mate 70,华为,云杉绿 12+512G,云杉绿 12+512G,3.0,华为 Mate 70,未匹配: 华为 Mate 70
OPPO Reno13 仅激活,OPPO,心动白 16+512G,心动白 16+512G,3.0,OPPO Reno13,OPPO Reno 13
iPhone 15 Pro Max 仅激活,Apple,黑色钛金属 512G,黑色钛金属 512G,1.0,iPhone 15 Pro Max,iPhone 15 Pro Max
vivo S20,vivo,玉露白 12+256G,玉露白 12+256G,1.0,vivo S20,vivo S20
荣耀 300,荣耀,墨岩黑 8+256G,墨岩黑 8+256G,1.0,荣耀 300,荣耀 300
iPhone 15 Pro[非监管],苹果,128GB,黑色钛金属,1.0,iPhone 15 Pro,iPhone 15 Pro
vivo iQOO 13[非监管],vivo,12GB+512GB,曼岛,3.0,vivo iQOO 13,vivo iQOO 13
华为MatebookD16[非监管],华为,RLEFG-16 i7-13700H 16G/1TS集,灰色,1.0,华为 MatebookD16,未匹配: 华为 MatebookD16
小米15 Pro[非监管],小米,12+256G,白色,15.0,小米 15 Pro,小米 15 Pro
vivo X200 pro[非监管],vivo,16GB+512GB,辰夜黑,1.0,vivo X20 0 pro,vivo X200 Pro
努比亚 Z70 Ultra,努比亚（nubia）,黑玺 16+512G,黑玺 16+512G,1.0,努比亚 Z70 Ultra,未匹配: 努比亚 Z70 Ultra
红米 K80,红米,玄夜黑 12+256G,玄夜黑 12+256G,19.0,红米 K80,未匹配: 红米 K80
荣耀 Magic7 Pro,荣耀,绒黑色 16+512G,绒黑色 16+512G,3.0,荣耀 Magic7 Pro,荣耀 Magic7 Pro
小米 15,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,3.0,小米 15,小米 15
华为 Pura 70,华为,12+512G 卫星通信版 公开加锁版 雪域白,12+512G 卫星通信版 公开加锁版 雪域白,2.0,华为 Pura 70,华为 Pura 70
华为 Pura 70 Pro,华为,12+512G 租赁版 极速发货 雪域白,12+512G 租赁版 极速发货 雪域白,3.0,华为 Pura 70 Pro,华为 Pura 70 Pro
小米 15,小米,12+512G 租赁版 亮银版,12+512G 租赁版 亮银版,1.0,小米 15,小米 15
荣耀 X60 Pro,荣耀,玄武灰 12+256G,玄武灰 12+256G,3.0,荣耀 X60 Pro,荣耀 X60 Pro
iPhone 13（95新）,Apple,标准版 星光色 256G,标准版 星光色 256G,2.0,iPhone 13,iPhone 13
红米 K80,红米,汐月蓝 12+256G,汐月蓝 12+256G,4.0,红米 K80,未匹配: 红米 K80
华为 Mate 70,华为,雪域白 12+512G,雪域白 12+512G,5.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone 16 Pro Max 仅激活,Apple,原色钛金属 512G,原色钛金属 512G,9.0,iPhone 16 Pro Max,iPhone 16 Pro Max
华为 Pura 70 Pro,华为,12+512G 租赁版 极速发货 罗兰紫,12+512G 租赁版 极速发货 罗兰紫,2.0,华为 Pura 70 Pro,华为 Pura 70 Pro
iPhone 14 Pro（95新）,Apple,128G 银色,128G 银色,4.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 16 Pro 仅激活,Apple,白色钛金属 256G,白色钛金属 256G,3.0,iPhone 16 Pro,iPhone 16 Pro
iPhone 15,iPhone 15,128G,黑色/现货速发,1.0,iPhone 15,iPhone 15
iPhone 15,iPhone 15,256G,黑色/现货速发,1.0,iPhone 15,iPhone 15
iPhone 15,iPhone 15,128G,蓝色/现货速发,1.0,iPhone 15,iPhone 15
iPhone 16,iPhone 16,128G,深青色,2.0,iPhone 16,iPhone 16
iPad Air 2024款 11英寸 准新,Apple,11英寸 WiFi版 256G 星空灰,11英寸 WiFi版 256G 星空灰,1.0,iPad Air 2024款 11英寸 准新,iPad Air 2024款
Xiaomi Pad 6 Max 14,小米,16GB+1TB 银色,16GB+1TB 银色,1.0,小米 Pad 6 Max 14,小米 平板 6
vivo iQOO 13,vivo,曼岛 12+256G,曼岛 12+256G,1.0,vivo iQOO 13,vivo iQOO 13
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 羽砂黑,12+256G 租赁版 极速发货 羽砂黑,4.0,华为 Pura 70 Pro,华为 Pura 70 Pro
小米 15 Pro,小米,16+512G 租赁版 亮银版,16+512G 租赁版 亮银版,2.0,小米 15 Pro,小米 15 Pro
iPhone 14 Pro Max（99新）,Apple,标准版 128G 金色,标准版 128G 金色,2.0,iPhone 14 Pro Max,iPhone 14 Pro Max
iPhone 16 Pro,iPhone 16,128G,黑色钛金属,5.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8（全新）,OPPO,租赁版 浮光白 16+256G,租赁版 浮光白 16+256G,1.0,OPPO Find X8,OPPO Find X8
vivo X200[非监管],vivo,16GB+512GB,白月光,2.0,vivo X200,vivo X200
iPhone 15[监管],苹果,256GB,蓝色,1.0,iPhone 15,iPhone 15
荣耀Magic7[非监管],荣耀,16+512G,月影灰,2.0,荣耀 Magic7,荣耀 Magic7
OPPO Find X8[非监管],OPPO,16+512G,浮光白,3.0,OPPO Find X8,OPPO Find X8
realme真我GT6[非监管],真我,12GB+256GB,风暴紫,1.0,realme 真我 真我GT6,realme 真我 GT6
一加 Ace 5 Pro,一加,潜航黑 12+512G,潜航黑 12+512G,1.0,一加 Ace 5 Pro,一加 Ace 5 Pro
OPPO Reno13 仅激活,OPPO,12+256G 星河蓝,12+256G 星河蓝,2.0,OPPO Reno13,OPPO Reno 13
一加 Ace 5,一加,引力钛 12+512G,引力钛 12+512G,3.0,一加 Ace 5,一加 Ace 5
华为 Mate 70,华为,风信紫 12+512G,风信紫 12+512G,1.0,华为 Mate 70,未匹配: 华为 Mate 70
红米 K80,红米,雪岩白 12+512G,雪岩白 12+512G,3.0,红米 K80,未匹配: 红米 K80
红米 K80,红米,雪岩白 12+256G,雪岩白 12+256G,10.0,红米 K80,未匹配: 红米 K80
iPhone 16 仅激活,Apple,白色 128G,白色 128G,4.0,iPhone 16,iPhone 16
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,12.0,酷睿i5/i7 低中高端式电脑主机,未匹配: 酷睿i5/i7 低中高端式电脑主机
红米 K80,红米,汐月蓝 16+512G,汐月蓝 16+512G,2.0,红米 K80,未匹配: 红米 K80
vivo iQOO 13,vivo,纳多灰 12+256G,纳多灰 12+256G,3.0,vivo iQOO 13,vivo iQOO 13
iPhone 14 Pro（99新）,Apple,暗紫色 标准版 128G,暗紫色 标准版 128G,1.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 15 Plus 仅激活,Apple,黑色 128G,黑色 128G,2.0,iPhone 15 Plus,iPhone 15 Plus
iPhone 14 Pro（95新）,Apple,深空黑色 256G,深空黑色 256G,14.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 15（95新）,Apple,黑色 256G,黑色 256G,1.0,iPhone 15,iPhone 15
华为 Pura 70 Pro,华为,12+1T 租赁版 极速发货 羽砂黑,12+1T 租赁版 极速发货 羽砂黑,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
iPhone 15 (99新),Apple,蓝色 256G,蓝色 256G,1.0,iPhone 15,iPhone 15
华为 FreeBuds Pro 4 悦彰耳机,华为,曜石黑 标配,曜石黑 标配,1.0,华为 FreeBuds Pro 4 悦彰耳机,未匹配: 华为 FreeBuds Pro 4 悦彰耳机
iPhone 16 Pro（准新）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,1.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8,OPPO,12+256G 租赁版 星野黑,12+256G 租赁版 星野黑,2.0,OPPO Find X8,OPPO Find X8
OPPO Reno12[非监管],OPPO,12GB+256GB,乌木黑,2.0,OPPO Reno12,OPPO Reno 12
华为 Pura 70[监管],华为,12GB+512GB,樱玫红,1.0,华为 Pura 70,华为 Pura 70
25款拯救者Y700三代游戏平板[非监管],OPPO,骁龙 8+Gen3 16G+512G WIFI,碳晶黑,2.0,25款拯救者Y700三代游戏平板,未匹配: 25款拯救者Y700三代游戏平板
OPPO Reno13 仅激活,OPPO,心动白 12+256G,心动白 12+256G,3.0,OPPO Reno13,OPPO Reno 13
iPhone 16 Pro 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,3.0,iPhone 16 Pro,iPhone 16 Pro
一加 Ace 5,一加,引力钛 16+256G,引力钛 16+256G,4.0,一加 Ace 5,一加 Ace 5
iPhone 16 Pro Max（准新）,Apple,黑色钛金属 256G,黑色钛金属 256G,3.0,iPhone 16 Pro Max,iPhone 16 Pro Max
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 罗兰紫,12+256G 租赁版 极速发货 罗兰紫,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
小米 15,小米,12+512G 白色,12+512G 白色,4.0,小米 15,小米 15
vivo iQOO Z9x,vivo,星芒白 12+256G,星芒白 12+256G,1.0,vivo iQOO Z9x,vivo iQOO
红米 K80,红米,玄夜黑 16+512G,玄夜黑 16+512G,3.0,红米 K80,未匹配: 红米 K80
小米 14,小米,小米14,白色,2.0,小米 14,小米 14
vivo iQOO Neo10,VIVO,vivo iQOO Neo10,疾影黑,3.0,vivo iQOO Neo10,vivo iQOO Neo 10
华为畅享70,华为,HUAWEI 畅享70,曜金黑,1.0,华为 畅享70,华为 畅享 70
小米 14,小米,小米14,黑色,1.0,小米 14,小米 14
荣耀Magic7,荣耀,荣耀 Magic7,绒黑色,1.0,荣耀 Magic7,荣耀 Magic7
华为Mate60Pro+,苹果,HUAWEI Mate 60 Pro+,砚黑,2.0,华为 Mate Mate 60 Pro+,华为 Mate 60 Pro+
荣耀300,荣耀,荣耀300,玉龙雪,1.0,荣耀 300,荣耀 300
OPPO Reno12,OPPO,OPPO Reno 12,千禧银,1.0,OPPO Reno12,OPPO Reno 12
华为Mate60Pro+,苹果,HUAWEI Mate 60 Pro+,宣白,1.0,华为 Mate Mate 60 Pro+,华为 Mate 60 Pro+
Redmi Note13,红米,Redmi Note13,时光蓝,2.0,Redmi Note13,Redmi Note 13
vivo iQOO Neo10,VIVO,vivo iQOO Neo10,驰光白,4.0,vivo iQOO Neo10,vivo iQOO Neo 10
华为畅享70Pro,华为,畅享 70 Pro,翡冷翠,2.0,华为 畅享70Pro,华为 畅享 70
Redmi K70 至尊版,小米,Redmi K70 至尊版,冰璃蓝,1.0,Redmi K70 至尊版,Redmi K70
一加 Ace 5 Pro,一加,星穹紫 12+512G,星穹紫 12+512G,1.0,一加 Ace 5 Pro,一加 Ace 5 Pro
vivo X200 Pro,vivo,钛色 12+256G,钛色 12+256G,2.0,vivo X20 0 Pro,vivo X200 Pro
iPhone 15 Pro（99新）,Apple,蓝色钛金属 256G,蓝色钛金属 256G,4.0,iPhone 15 Pro,iPhone 15 Pro
iPhone 13（95新）,Apple,标准版 午夜色 256G,标准版 午夜色 256G,2.0,iPhone 13,iPhone 13
小米 15 Pro,小米,岩石灰 16+1T,岩石灰 16+1T,4.0,小米 15 Pro,小米 15 Pro
一加 Ace 5 Pro,一加,星穹紫 16+1T,星穹紫 16+1T,2.0,一加 Ace 5 Pro,一加 Ace 5 Pro
OPPO Reno13 仅激活,OPPO,蝶蝶紫 16+512G,蝶蝶紫 16+512G,2.0,OPPO Reno13,OPPO Reno 13
iPhone 15（95新）,Apple,蓝色 128G,蓝色 128G,3.0,iPhone 15,iPhone 15
一加 Ace 5,一加,引力钛 12+256G,引力钛 12+256G,13.0,一加 Ace 5,一加 Ace 5
华为 Mate 60 Pro (95新),华为,公开版 雅丹黑 12+256G,公开版 雅丹黑 12+256G,1.0,华为 Mate 60 Pro,华为 Mate 60
红米 K80 Pro,红米,玄夜黑 16+512G,玄夜黑 16+512G,1.0,红米 K80 Pro,未匹配: 红米 K80 Pro
小米 14,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,1.0,小米 14,小米 14
OPPO Find X8,OPPO,12+512G 租赁版 浮光白,12+512G 租赁版 浮光白,2.0,OPPO Find X8,OPPO Find X8
iPhone 15 Pro Max 全新国行正品 顺丰发货,苹果/Apple,256G,白色,8.0,iPhone 15 Pro Max 正品,iPhone 15 Pro Max
华为 Mate 60 Pro,华为,12+1T 南糯紫 标准版,12+1T 南糯紫 标准版,2.0,华为 Mate 60 Pro,华为 Mate 60
荣耀Magic V3,荣耀,绒黑色 12+256G,绒黑色 12+256G,2.0,荣耀 Magic V3,荣耀 Magic V3
华为 畅享 70X,华为,湖光青 256G,湖光青 256G,1.0,华为 畅享 70X,华为 畅享 70
荣耀 X50,荣耀,全新  雨后初晴 8GB+128GB,全新  雨后初晴 8GB+128GB,1.0,荣耀 X50,荣耀 X50
iPad Air 2024款 11英寸（仅激活）,Apple,WiFi版 128G 紫色,WiFi版 128G 紫色,1.0,iPad Air 2024款 11英寸,iPad Air 2024款
vivo iQOO 13,vivo,曼岛 16+512G,曼岛 16+512G,1.0,vivo iQOO 13,vivo iQOO 13
iPhone 15（准新）资源机,Apple,粉色 256G,粉色 256G,1.0,iPhone 15资源机,iPhone 15
华为 Mate 70,华为,12+256G 租赁版 雪域白,12+256G 租赁版 雪域白,2.0,华为 Mate 70,未匹配: 华为 Mate 70
iPhone 16 Pro 仅激活,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,4.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8,OPPO,12+256G 租赁版 追风蓝,12+256G 租赁版 追风蓝,1.0,OPPO Find X8,OPPO Find X8
努比亚 红魔10 Pro+,努比亚（nubia）,氘锋透明暗夜 16+512G,氘锋透明暗夜 16+512G,1.0,努比亚 红魔 10 Pro+,努比亚 红魔 10 Pro+
iPhone 16 Plus 仅激活,Apple,粉色 256G,粉色 256G,1.0,iPhone 16 Plus,iPhone 16 Plus
真我 Neo7,realme,星舰 12+256G,星舰 12+256G,3.0,真我 Neo7,realme 真我 Neo7
红米 Turbo 4,红米,祥云白 公开版 12+256G,祥云白 公开版 12+256G,4.0,红米 Turbo 4,未匹配: 红米 Turbo 4
荣耀 GT,荣耀,12+256G 幻影黑,12+256G 幻影黑,2.0,荣耀 GT,荣耀 GT
iPhone 16 Pro Max 仅激活,Apple,白色钛金属 512G,白色钛金属 512G,4.0,iPhone 16 Pro Max,iPhone 16 Pro Max
iPhone 14 Pro（99新）,Apple,标准版 256G 银色,标准版 256G 银色,1.0,iPhone 14 Pro,iPhone 14 Pro
华为 Pura 70 Pro（95新）,华为,公开版 雪域白 12+512G,公开版 雪域白 12+512G,1.0,华为 Pura 70 Pro,华为 Pura 70 Pro
小米 15,小米,12+256G 租赁版 黑色,12+256G 租赁版 黑色,1.0,小米 15,小米 15
一加 Ace 5 Pro,一加,潜航黑 16+512G,潜航黑 16+512G,2.0,一加 Ace 5 Pro,一加 Ace 5 Pro
iPhone 16 Pro Max 仅激活,Apple,黑色钛金属 512G,黑色钛金属 512G,2.0,iPhone 16 Pro Max,iPhone 16 Pro Max
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 雪域白,12+256G 租赁版 极速发货 雪域白,2.0,华为 Pura 70 Pro,华为 Pura 70 Pro
iPhone 15 Pro（99新）,Apple,黑色钛金属 256G,黑色钛金属 256G,6.0,iPhone 15 Pro,iPhone 15 Pro
真我 GT7 Pro,realme,火星 16+512G,火星 16+512G,1.0,真我 GT7 Pro,realme 真我 GT7 Pro
OPPO Find X7 Ultra（准新）,OPPO,公开版 颜色随机 12+256G,公开版 颜色随机 12+256G,1.0,OPPO Find X7 Ultra,OPPO Find X7 Ultra
荣耀 Magic7 RSR 保时捷设计,荣耀,公开版 玛瑙灰 16+512G,公开版 玛瑙灰 16+512G,1.0,荣耀 Magic7 RSR 保时捷设计,荣耀 Magic7 RSR
红米 K80,红米,玄夜黑 16+1T,玄夜黑 16+1T,2.0,红米 K80,未匹配: 红米 K80
OPPO Reno13 Pro 仅激活,OPPO,星光粉 12+256G,星光粉 12+256G,3.0,OPPO Reno13 Pro,OPPO Reno 13 Pro
真我 GT7 Pro,realme,星迹钛 16+1T,星迹钛 16+1T,1.0,真我 GT7 Pro,realme 真我 GT7 Pro
iPhone 16 Pro Max（准新）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,2.0,iPhone 16 Pro Max,iPhone 16 Pro Max
vivo X200 Pro,vivo,辰夜黑 12+256G,辰夜黑 12+256G,1.0,vivo X20 0 Pro,vivo X200 Pro
vivo S20,vivo,12+256G 松烟墨,12+256G 松烟墨,1.0,vivo S20,vivo S20
小米 14 Ultra,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,1.0,小米 14 Ultra,小米 14 Ultra
vivo iQOO 13,vivo,16+256G 赛道版,16+256G 赛道版,2.0,vivo iQOO 13,vivo iQOO 13
vivo iQOO 13,vivo,16+1T 传奇版,16+1T 传奇版,5.0,vivo iQOO 13,vivo iQOO 13
OPPO A5 Pro,OPPO,石英白 8+256G,石英白 8+256G,1.0,OPPO A5 Pro,OPPO A5 Pro
华为 Mate 60 Pro (95新),华为,公开版 南糯紫 12+256G,公开版 南糯紫 12+256G,1.0,华为 Mate 60 Pro,华为 Mate 60
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 12+256G,蝶蝶紫 12+256G,1.0,OPPO Reno13 Pro,OPPO Reno 13 Pro
iPhone 15 Pro Max 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,2.0,iPhone 15 Pro Max,iPhone 15 Pro Max
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 16+512G,蝶蝶紫 16+512G,1.0,OPPO Reno13 Pro,OPPO Reno 13 Pro
三星 W25 Flip,三星,12+512G 陶瓷黑,12+512G 陶瓷黑,1.0,三星 W25 Flip,三星 W25 Flip
一加 13,一加,蓝调时刻 16+512G,蓝调时刻 16+512G,2.0,一加 13,一加 13
vivo iQOO 13,vivo,12+256G 传奇版,12+256G 传奇版,20.0,vivo iQOO 13,vivo iQOO 13
iPhone 15（95新）,Apple,128G 黑色,128G 黑色,2.0,iPhone 15,iPhone 15
荣耀 X60 Pro,荣耀,天海青 8+256G,天海青 8+256G,1.0,荣耀 X60 Pro,荣耀 X60 Pro
iPhone 16 Pro Max 仅激活,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,1.0,iPhone 16 Pro Max,iPhone 16 Pro Max
荣耀 300,荣耀,茶卡青 16+512G,茶卡青 16+512G,1.0,荣耀 300,荣耀 300
华为 Mate X6,华为,深海蓝 12+512G,深海蓝 12+512G,1.0,华为 Mate X6,未匹配: 华为 Mate X6
小米 15,小米,浅草绿 12+512G,浅草绿 12+512G,2.0,小米 15,小米 15
iPhone 15 Plus 仅激活,Apple,256G 黑色,256G 黑色,1.0,iPhone 15 Plus,iPhone 15 Plus
OPPO A3,OPPO,12+256G 极光紫,12+256G 极光紫,1.0,OPPO A3,OPPO A3
OPPO Find X8,OPPO,12+256G 租赁版 气泡粉,12+256G 租赁版 气泡粉,1.0,OPPO Find X8,OPPO Find X8
红米 Note14 Pro,红米,幻影青 8+128G,幻影青 8+128G,1.0,红米 Note14 Pro,未匹配: 红米 Note14 Pro
iPhone 14 Pro（95新）,Apple,暗紫色 128G,暗紫色 128G,12.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 16 Pro（准新）,Apple,原色钛金属 128G,原色钛金属 128G,1.0,iPhone 16 Pro,iPhone 16 Pro
vivo iQOO 13,vivo,纳多灰 16+1T,纳多灰 16+1T,1.0,vivo iQOO 13,vivo iQOO 13
iPad Air 2024款 11英寸 准新,Apple,11英寸 WiFi版 128G 紫色,11英寸 WiFi版 128G 紫色,1.0,iPad Air 2024款 11英寸 准新,iPad Air 2024款
红米Turbo3[非监管],小米,12GB+512GB,墨晶,2.0,红米Turbo3,红米 Turbo 3
vivo iQOO Neo10,vivo,拉力橙 16+512G,拉力橙 16+512G,2.0,vivo iQOO Neo10,vivo iQOO Neo 10
iPhone 16 仅激活,Apple,黑色 128G,黑色 128G,3.0,iPhone 16,iPhone 16
iPhone 16 Pro Max 仅激活,Apple,白色钛金属 256G,白色钛金属 256G,13.0,iPhone 16 Pro Max,iPhone 16 Pro Max
iPhone 14 Pro（99新）,Apple,标准版 128G 银色,标准版 128G 银色,2.0,iPhone 14 Pro,iPhone 14 Pro
小米 15,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,1.0,小米 15,小米 15
OPPO Find N3 Filp（准新）,OPPO,公开版 颜色随机 12+256G,公开版 颜色随机 12+256G,6.0,OPPO Find N3 Filp,OPPO Find N3
OPPO Find N3 Flip,oppo,薄雾玫瑰 12+512G,薄雾玫瑰 12+512G,1.0,OPPO Find N3 Flip,OPPO Find N3
OPPO Find X8（全新）,OPPO,租赁版 星野黑 16+256G,租赁版 星野黑 16+256G,1.0,OPPO Find X8,OPPO Find X8
小米 15 Pro,小米,16+512G 租赁版 云杉绿,16+512G 租赁版 云杉绿,1.0,小米 15 Pro,小米 15 Pro
iPhone 14 Pro（95新）,Apple,深空黑色 128G,深空黑色 128G,9.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 16 Pro Max（准新）,Apple,原色钛金属 256G,原色钛金属 256G,5.0,iPhone 16 Pro Max,iPhone 16 Pro Max
小米 MIX Fold4,小米,龙胆蓝 12+256G,龙胆蓝 12+256G,1.0,小米 X Fold4,小米 X Fold 4
iPhone 14 Pro（99新）,Apple,深空黑色 标准版 128G,深空黑色 标准版 128G,2.0,iPhone 14 Pro,iPhone 14 Pro
小米 15 Pro,小米,16+1T 租赁版 云杉绿,16+1T 租赁版 云杉绿,1.0,小米 15 Pro,小米 15 Pro
iPhone 14 Pro（95新）,Apple,金色 256G,金色 256G,6.0,iPhone 14 Pro,iPhone 14 Pro
iPhone 14 Pro（95新）,Apple,128G 金色,128G 金色,5.0,iPhone 14 Pro,iPhone 14 Pro
红米 K80,红米,汐月蓝 12+512G,汐月蓝 12+512G,2.0,红米 K80,未匹配: 红米 K80
真我 Neo7,realme,陨石黑 12+256G,陨石黑 12+256G,1.0,真我 Neo7,realme 真我 Neo7
iPhone 16 Pro（99新）,Apple,白色钛金属 256G,白色钛金属 256G,1.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8（全新）,OPPO,租赁版 星野黑 16+1T,租赁版 星野黑 16+1T,1.0,OPPO Find X8,OPPO Find X8
小米 15 Pro,小米,云杉绿 16+1T,云杉绿 16+1T,3.0,小米 15 Pro,小米 15 Pro
iPhone 14 Pro Max 活动（95新）,Apple,深空黑色 128G,深空黑色 128G,1.0,iPhone 14 Pro Max 活动,iPhone 14 Pro Max
iPhone 16 Pro（准新）,Apple,白色钛金属 128G,白色钛金属 128G,1.0,iPhone 16 Pro,iPhone 16 Pro
OPPO Find X8（全新）,OPPO,公开版 气泡粉 12+512G,公开版 气泡粉 12+512G,1.0,OPPO Find X8,OPPO Find X8
iPhone 16（99新）,Apple,黑色 256G,黑色 256G,1.0,iPhone 16,iPhone 16
华为 mate 60 pro (99新),华为,雅丹黑 12+256G,雅丹黑 12+256G,1.0,华为 Mate 60 pro,华为 Mate 60
iPhone16 Pro Max 首月1元 租物活动专享,苹果,512G,原色钛金属,1.0,iPhone16 Pro Max 租物活动专享,iPhone 16 Pro Max
iPhone 15 Pro（99新）,Apple,蓝色钛金属 128G,蓝色钛金属 128G,3.0,iPhone 15 Pro,iPhone 15 Pro
红米 K80,红米,山峦青 12+512G,山峦青 12+512G,1.0,红米 K80,未匹配: 红米 K80
小米 15,小米,丁香紫 12+512G,丁香紫 12+512G,2.0,小米 15,小米 15
小米 14 Pro （99新）,小米,白色 12+256G,白色 12+256G,1.0,小米 14 Pro,小米 14 Pro
