pro_title,pro_brand,pro_model,pro_color,数量
红米 Turbo 4,红米,浅海青 公开版 12+512G,浅海青 公开版 12+512G,1
vivo iQOO Neo10,vivo,驰光白 16+256G,驰光白 16+256G,3
OPPO Find X8,OPPO,浮光白 16+256G,浮光白 16+256G,3
OPPO Reno13 仅激活,OPPO,午夜黑 12+256G,午夜黑 12+256G,3
iPhone 14 Pro（95新）,Apple,256G 银色,256G 银色,7
iPhone 16 Pro 仅激活,Apple,黑色钛金属 256G,黑色钛金属 256G,9
华为Pura 70[非监管],华为,12GB+512GB,冰晶蓝,7
iPhone 15[监管],苹果,128GB,黑色,9
vivo iQOO 13[非监管],vivo,16GB+256GB,传奇版,13
vivo iQOO 13[非监管],vivo,12GB+512GB,传奇版,10
荣耀200Pro[非监管],荣耀,12GB+256GB,绒黑色,3
vivo X200 pro[非监管],vivo,16GB+512GB,钛色,4
realme真我GT7 Pro[非监管],真我,16+512GB,星迹钛,1
小米14Ultra[非监管],小米,16+512G,白色,3
iPhone 15 Pro Max[监管],苹果,512GB,原色钛金属,2
HUAWEI Mate 60 Pro[监管],华为,12GB+512GB,雅川青,1
vivo iQOO 13[非监管],vivo,16GB+512GB,纳多灰,7
华为 Matebook 14[非监管],华为,短租推荐/95新华为14/十代i5/16G/512G/MX250/触控,详规格备注,1
华为 Mate 70,华为,12+256G 租赁版 云杉绿,12+256G 租赁版 云杉绿,3
iPhone 16 Pro Max 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,73
vivo iQOO Neo10 Pro,vivo,驰光白 16+512G,驰光白 16+512G,2
首月1元iPhone16 Pro Max租物专享,苹果,256G,白色钛金属,4
iPhone16 Pro Max 芝麻推广租物,苹果,256G,黑色钛金属,4
iPhone16 Pro Max 首月1元 租物活动专享,苹果,512G,沙漠色钛金属,4
iPhone16 Pro Max 首月1元 租物活动专享,苹果,256G,黑色钛金属,3
华为 Mate 70,华为,12+512G 租赁版 云杉绿,12+512G 租赁版 云杉绿,3
iPhone16 Pro Max 芝麻推广租物,苹果,512G,沙漠色钛金属,8
vivo iQOO Neo10,vivo,驰光白 12+512G,驰光白 12+512G,7
iPhone 16 Pro Max 仅激活,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,14
iPhone 14 Pro（95新）,Apple,暗紫色 256G,暗紫色 256G,17
红米 Turbo 4,红米,祥云白 公开版 12+512G,祥云白 公开版 12+512G,1
一加 Ace 5,一加,全速黑 12+256G,全速黑 12+256G,29
华为 Mate 70,华为,曜石黑 12+512G,曜石黑 12+512G,36
vivo iQOO 13,vivo,16+256G 传奇版,16+256G 传奇版,11
一加 Ace 5 Pro,一加,星穹紫 16+256G,星穹紫 16+256G,5
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-13600KF 内存32G 硬盘1T 显卡4070S 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,6
4060系列90天起租[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,3
iPhone 15 Pro 仅激活,Apple,黑色钛金属 128G,黑色钛金属 128G,1
华为 Mate 70,华为,12+256G 租赁版 曜石黑,12+256G 租赁版 曜石黑,5
iPhone 16 Pro 仅激活,Apple,沙漠色钛金属 128G,沙漠色钛金属 128G,14
OPPO Find X8 Pro,OPPO,星野黑 16+512G,星野黑 16+512G,4
iPhone 16 Pro Max 仅激活,Apple,黑色钛金属 256G,黑色钛金属 256G,20
iPhone 16 Pro 仅激活,Apple,白色钛金属 512G,白色钛金属 512G,4
苹果  15PM 【首月1元】  ,Apple,256GB,黑色钛金属,1
华为 Mate 70,华为,云杉绿 12+512G,云杉绿 12+512G,7
OPPO Reno13 仅激活,OPPO,心动白 16+512G,心动白 16+512G,3
iPhone 15 Pro Max 仅激活,Apple,黑色钛金属 512G,黑色钛金属 512G,1
vivo S20,vivo,玉露白 12+256G,玉露白 12+256G,2
荣耀 300,荣耀,墨岩黑 8+256G,墨岩黑 8+256G,1
iPhone 15 Pro[非监管],苹果,128GB,黑色钛金属,2
vivo iQOO 13[非监管],vivo,12GB+512GB,曼岛,4
华为MatebookD16[非监管],华为,RLEFG-16 i7-13700H 16G/1TS集,灰色,1
小米15 Pro[非监管],小米,12+256G,白色,32
vivo X200 pro[非监管],vivo,16GB+512GB,辰夜黑,3
努比亚 Z70 Ultra,努比亚（nubia）,黑玺 16+512G,黑玺 16+512G,1
红米 K80,红米,玄夜黑 12+256G,玄夜黑 12+256G,37
荣耀 Magic7 Pro,荣耀,绒黑色 16+512G,绒黑色 16+512G,7
小米 15,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,6
华为 Pura 70,华为,12+512G 卫星通信版 公开加锁版 雪域白,12+512G 卫星通信版 公开加锁版 雪域白,2
华为 Pura 70 Pro,华为,12+512G 租赁版 极速发货 雪域白,12+512G 租赁版 极速发货 雪域白,5
小米 15,小米,12+512G 租赁版 亮银版,12+512G 租赁版 亮银版,1
荣耀 X60 Pro,荣耀,玄武灰 12+256G,玄武灰 12+256G,3
iPhone 13（95新）,Apple,标准版 星光色 256G,标准版 星光色 256G,2
红米 K80,红米,汐月蓝 12+256G,汐月蓝 12+256G,10
华为 Mate 70,华为,雪域白 12+512G,雪域白 12+512G,23
iPhone 16 Pro Max 仅激活,Apple,原色钛金属 512G,原色钛金属 512G,20
华为 Pura 70 Pro,华为,12+512G 租赁版 极速发货 罗兰紫,12+512G 租赁版 极速发货 罗兰紫,4
iPhone 14 Pro（95新）,Apple,128G 银色,128G 银色,4
iPhone 16 Pro 仅激活,Apple,白色钛金属 256G,白色钛金属 256G,11
iPhone 15,iPhone 15,128G,黑色/现货速发,2
iPhone 15,iPhone 15,256G,黑色/现货速发,1
iPhone 15,iPhone 15,128G,蓝色/现货速发,1
iPhone 16,iPhone 16,128G,深青色,2
iPad Air 2024款 11英寸 准新,Apple,11英寸 WiFi版 256G 星空灰,11英寸 WiFi版 256G 星空灰,1
Xiaomi Pad 6 Max 14,小米,16GB+1TB 银色,16GB+1TB 银色,1
vivo iQOO 13,vivo,曼岛 12+256G,曼岛 12+256G,2
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 羽砂黑,12+256G 租赁版 极速发货 羽砂黑,22
小米 15 Pro,小米,16+512G 租赁版 亮银版,16+512G 租赁版 亮银版,2
iPhone 14 Pro Max（99新）,Apple,标准版 128G 金色,标准版 128G 金色,2
iPhone 16 Pro,iPhone 16,128G,黑色钛金属,7
OPPO Find X8（全新）,OPPO,租赁版 浮光白 16+256G,租赁版 浮光白 16+256G,1
vivo X200[非监管],vivo,16GB+512GB,白月光,2
iPhone 15[监管],苹果,256GB,蓝色,2
荣耀Magic7[非监管],荣耀,16+512G,月影灰,2
OPPO Find X8[非监管],OPPO,16+512G,浮光白,6
realme真我GT6[非监管],真我,12GB+256GB,风暴紫,1
一加 Ace 5 Pro,一加,潜航黑 12+512G,潜航黑 12+512G,2
OPPO Reno13 仅激活,OPPO,12+256G 星河蓝,12+256G 星河蓝,5
一加 Ace 5,一加,引力钛 12+512G,引力钛 12+512G,5
华为 Mate 70,华为,风信紫 12+512G,风信紫 12+512G,5
红米 K80,红米,雪岩白 12+512G,雪岩白 12+512G,3
红米 K80,红米,雪岩白 12+256G,雪岩白 12+256G,18
iPhone 16 仅激活,Apple,白色 128G,白色 128G,16
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,12
红米 K80,红米,汐月蓝 16+512G,汐月蓝 16+512G,5
vivo iQOO 13,vivo,纳多灰 12+256G,纳多灰 12+256G,5
iPhone 14 Pro（99新）,Apple,暗紫色 标准版 128G,暗紫色 标准版 128G,1
iPhone 15 Plus 仅激活,Apple,黑色 128G,黑色 128G,3
iPhone 14 Pro（95新）,Apple,深空黑色 256G,深空黑色 256G,14
iPhone 15（95新）,Apple,黑色 256G,黑色 256G,1
华为 Pura 70 Pro,华为,12+1T 租赁版 极速发货 羽砂黑,12+1T 租赁版 极速发货 羽砂黑,2
iPhone 15 (99新),Apple,蓝色 256G,蓝色 256G,1
华为 FreeBuds Pro 4 悦彰耳机,华为,曜石黑 标配,曜石黑 标配,1
iPhone 16 Pro（准新）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,1
OPPO Find X8,OPPO,12+256G 租赁版 星野黑,12+256G 租赁版 星野黑,5
OPPO Reno12[非监管],OPPO,12GB+256GB,乌木黑,2
华为 Pura 70[监管],华为,12GB+512GB,樱玫红,1
25款拯救者Y700三代游戏平板[非监管],OPPO,骁龙 8+Gen3 16G+512G WIFI,碳晶黑,3
OPPO Reno13 仅激活,OPPO,心动白 12+256G,心动白 12+256G,5
iPhone 16 Pro 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,8
一加 Ace 5,一加,引力钛 16+256G,引力钛 16+256G,7
iPhone 16 Pro Max（准新）,Apple,黑色钛金属 256G,黑色钛金属 256G,3
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 罗兰紫,12+256G 租赁版 极速发货 罗兰紫,2
小米 15,小米,12+512G 白色,12+512G 白色,6
vivo iQOO Z9x,vivo, 星芒白 12+256G, 星芒白 12+256G,1
红米 K80,红米,玄夜黑 16+512G,玄夜黑 16+512G,8
iPhone 16,苹果,128G,白色,5
小米 14,小米,12+256G,白色,2
vivo iQOO 13,VIVO,vivo iQOO 13,纳多灰,1
vivo iQOO Neo10,VIVO,16+512G,疾影黑,1
华为畅享70,华为,8GB+256GB,曜金黑,1
小米 14,小米,12+256G,黑色,1
荣耀Magic7,荣耀,12+256G,绒黑色,1
华为Mate60Pro+,苹果,16GB+512GB,砚黑,2
华为novaFlip,华为,256G,零度白,1
荣耀300,荣耀,12GB+256GB,玉龙雪,1
OPPO Reno12,OPPO,12+256G,千禧银,1
华为Mate60Pro+,苹果,16GB+1TB,宣白,1
红米 K80,小米,16GB+1TB,玄夜黑,1
Redmi Note13,红米,8+128G,时光蓝,2
华为mate70,华为,华为mate70,曜石黑,1
vivo iQOO Neo10,VIVO,12+512G,驰光白,3
华为畅享70Pro,华为,128GB,翡冷翠,1
Redmi K70 至尊版,小米,12GB+256GB,冰璃蓝,1
小米 15,小米,12+256G,浅草绿,2
一加 Ace 5 Pro,一加,星穹紫 12+512G,星穹紫 12+512G,2
vivo X200 Pro,vivo,钛色 12+256G,钛色 12+256G,4
iPhone 15 Pro（99新）,Apple,蓝色钛金属 256G,蓝色钛金属 256G,4
iPhone 13（95新）,Apple,标准版 午夜色 256G,标准版 午夜色 256G,2
小米 15 Pro,小米,岩石灰 16+1T,岩石灰 16+1T,6
一加 Ace 5 Pro,一加,星穹紫 16+1T,星穹紫 16+1T,2
OPPO Reno13 仅激活,OPPO,蝶蝶紫 16+512G,蝶蝶紫 16+512G,2
iPhone 15（95新）,Apple,蓝色 128G,蓝色 128G,3
一加 Ace 5,一加,引力钛 12+256G,引力钛 12+256G,26
华为 Mate 60 Pro (95新),华为,公开版 雅丹黑 12+256G,公开版 雅丹黑 12+256G,1
红米 K80 Pro,红米,玄夜黑 16+512G,玄夜黑 16+512G,2
小米 14,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,1
OPPO Find X8,OPPO,12+512G 租赁版 浮光白,12+512G 租赁版 浮光白,4
iPhone 15 Pro Max 全新国行正品 顺丰发货,苹果/Apple,256G,白色,10
华为 Mate 60 Pro,华为,12+1T 南糯紫 标准版,12+1T 南糯紫 标准版,2
荣耀Magic V3,荣耀,绒黑色 12+256G,绒黑色 12+256G,8
华为 畅享 70X,华为,湖光青 256G,湖光青 256G,2
荣耀 X50,荣耀,全新  雨后初晴 8GB+128GB,全新  雨后初晴 8GB+128GB,1
iPad Air 2024款 11英寸（仅激活）,Apple,WiFi版 128G 紫色,WiFi版 128G 紫色,1
vivo iQOO 13,vivo,曼岛 16+512G,曼岛 16+512G,3
iPhone 15（准新）资源机,Apple,粉色 256G,粉色 256G,1
华为 Mate 70,华为,12+256G 租赁版 雪域白,12+256G 租赁版 雪域白,2
iPhone 16 Pro 仅激活,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,18
OPPO Find X8,OPPO,12+256G 租赁版 追风蓝,12+256G 租赁版 追风蓝,3
努比亚 红魔10 Pro+,努比亚（nubia）,氘锋透明暗夜 16+512G,氘锋透明暗夜 16+512G,3
iPhone 16 Plus 仅激活,Apple,粉色 256G,粉色 256G,5
真我 Neo7,realme,星舰 12+256G,星舰 12+256G,3
红米 Turbo 4,红米,祥云白 公开版 12+256G,祥云白 公开版 12+256G,5
荣耀 GT,荣耀,12+256G 幻影黑,12+256G 幻影黑,3
iPhone 16 Pro Max 仅激活,Apple,白色钛金属 512G,白色钛金属 512G,12
iPhone 14 Pro（99新）,Apple,标准版 256G 银色,标准版 256G 银色,1
华为 Pura 70 Pro（95新）,华为,公开版 雪域白 12+512G,公开版 雪域白 12+512G,1
小米 15,小米,12+256G 租赁版 黑色,12+256G 租赁版 黑色,6
一加 Ace 5 Pro,一加,潜航黑 16+512G,潜航黑 16+512G,5
iPhone 16 Pro Max 仅激活,Apple,黑色钛金属 512G,黑色钛金属 512G,7
华为 Pura 70 Pro,华为,12+256G 租赁版 极速发货 雪域白,12+256G 租赁版 极速发货 雪域白,6
iPhone 15 Pro（99新）,Apple,黑色钛金属 256G,黑色钛金属 256G,6
真我 GT7 Pro,realme,火星 16+512G,火星 16+512G,1
OPPO Find X7 Ultra（准新）,OPPO,公开版 颜色随机 12+256G,公开版 颜色随机 12+256G,1
荣耀 Magic7 RSR 保时捷设计,荣耀,公开版 玛瑙灰 16+512G,公开版 玛瑙灰 16+512G,1
红米 K80,红米,玄夜黑 16+1T,玄夜黑 16+1T,3
OPPO Reno13 Pro 仅激活,OPPO,星光粉 12+256G,星光粉 12+256G,8
真我 GT7 Pro,realme,星迹钛 16+1T,星迹钛 16+1T,1
iPhone 16 Pro Max（准新）,Apple,沙漠色钛金属 256G,沙漠色钛金属 256G,2
vivo X200 Pro,vivo,辰夜黑 12+256G,辰夜黑 12+256G,2
vivo S20,vivo,12+256G 松烟墨,12+256G 松烟墨,2
小米 14 Ultra,小米,16+512G 租赁版 黑色,16+512G 租赁版 黑色,1
vivo iQOO 13,vivo,16+256G 赛道版,16+256G 赛道版,2
vivo iQOO 13,vivo,16+1T 传奇版,16+1T 传奇版,15
OPPO A5 Pro,OPPO,石英白 8+256G,石英白 8+256G,1
华为 Mate 60 Pro (95新),华为,公开版 南糯紫 12+256G,公开版 南糯紫 12+256G,1
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 12+256G,蝶蝶紫 12+256G,1
iPhone 15 Pro Max 仅激活,Apple,原色钛金属 256G,原色钛金属 256G,9
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 16+512G,蝶蝶紫 16+512G,1
三星 W25 Flip,三星,12+512G 陶瓷黑,12+512G 陶瓷黑,1
一加 13,一加,蓝调时刻 16+512G,蓝调时刻 16+512G,2
vivo iQOO 13,vivo,12+256G 传奇版,12+256G 传奇版,41
iPhone 15（95新）,Apple,128G 黑色,128G 黑色,2
荣耀 X60 Pro,荣耀,天海青 8+256G,天海青 8+256G,3
iPhone 16 Pro Max 仅激活,Apple,沙漠色钛金属 512G,沙漠色钛金属 512G,1
荣耀 300,荣耀,茶卡青 16+512G,茶卡青 16+512G,1
华为 Mate X6,华为,深海蓝 12+512G,深海蓝 12+512G,1
小米 15,小米,浅草绿 12+512G,浅草绿 12+512G,4
iPhone 15 Plus 仅激活,Apple,256G 黑色,256G 黑色,2
OPPO A3,OPPO,12+256G 极光紫,12+256G 极光紫,1
OPPO Find X8,OPPO,12+256G 租赁版 气泡粉,12+256G 租赁版 气泡粉,2
红米 Note14 Pro,红米,幻影青 8+128G,幻影青 8+128G,1
iPhone 14 Pro（95新）,Apple,暗紫色 128G,暗紫色 128G,12
iPhone 16 Pro（准新）,Apple,原色钛金属 128G,原色钛金属 128G,1
vivo iQOO 13,vivo,纳多灰 16+1T,纳多灰 16+1T,2
iPad Air 2024款 11英寸 准新,Apple,11英寸 WiFi版 128G 紫色,11英寸 WiFi版 128G 紫色,1
红米Turbo3[非监管],小米,12GB+512GB,墨晶,2
vivo iQOO Neo10,vivo,拉力橙 16+512G,拉力橙 16+512G,2
iPhone 16 仅激活,Apple,黑色 128G,黑色 128G,11
iPhone 16 Pro Max 仅激活,Apple,白色钛金属 256G,白色钛金属 256G,51
iPhone 14 Pro（99新）,Apple,标准版 128G 银色,标准版 128G 银色,2
小米 15,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,2
OPPO Find N3 Filp（准新）,OPPO,公开版 颜色随机 12+256G,公开版 颜色随机 12+256G,6
OPPO Find N3 Flip,oppo,薄雾玫瑰 12+512G,薄雾玫瑰 12+512G,1
OPPO Find X8（全新）,OPPO,租赁版 星野黑 16+256G,租赁版 星野黑 16+256G,2
小米 15 Pro,小米,16+512G 租赁版 云杉绿,16+512G 租赁版 云杉绿,2
iPhone 14 Pro（95新）,Apple,深空黑色 128G,深空黑色 128G,9
iPhone 16 Pro Max（准新）,Apple,原色钛金属 256G,原色钛金属 256G,5
小米 MIX Fold4,小米,龙胆蓝 12+256G,龙胆蓝 12+256G,1
iPhone 14 Pro（99新）,Apple,深空黑色 标准版 128G,深空黑色 标准版 128G,2
小米 15 Pro,小米,16+1T 租赁版 云杉绿,16+1T 租赁版 云杉绿,1
iPhone 14 Pro（95新）,Apple,金色 256G,金色 256G,6
iPhone 14 Pro（95新）,Apple,128G 金色,128G 金色,5
红米 K80,红米,汐月蓝 12+512G,汐月蓝 12+512G,3
真我 Neo7,realme,陨石黑 12+256G,陨石黑 12+256G,1
iPhone 16 Pro（99新）,Apple,白色钛金属 256G,白色钛金属 256G,1
OPPO Find X8（全新）,OPPO,租赁版 星野黑 16+1T,租赁版 星野黑 16+1T,1
小米 15 Pro,小米,云杉绿 16+1T,云杉绿 16+1T,4
iPhone 14 Pro Max 活动（95新）,Apple,深空黑色 128G,深空黑色 128G,1
iPhone 16 Pro（准新）,Apple,白色钛金属 128G,白色钛金属 128G,1
OPPO Find X8（全新）,OPPO,公开版 气泡粉 12+512G,公开版 气泡粉 12+512G,1
iPhone 16（99新）,Apple,黑色 256G,黑色 256G,1
华为 mate 60 pro (99新),华为,雅丹黑 12+256G,雅丹黑 12+256G,1
iPhone16 Pro Max 首月1元 租物活动专享,苹果,512G,原色钛金属,1
iPhone 15 Pro（99新）,Apple,蓝色钛金属 128G,蓝色钛金属 128G,3
红米 K80,红米,山峦青 12+512G,山峦青 12+512G,2
小米 15,小米,丁香紫 12+512G,丁香紫 12+512G,2
小米 14 Pro （99新）,小米,白色 12+256G,白色 12+256G,1
小米15 Pro[非监管],小米,16+1TB,云杉绿,3
华为Pura 70 Pro[非监管],华为,12GB+512GB,羽砂黑,1
华为HUAWEI Pura 70 Pro[监管],华为,12GB+512GB,罗兰紫,3
华为畅享70Pro,华为,256GB,翡冷翠,1
华为mate70Pro+,华为,16GB+512GB,墨韵黑,2
小米 15 Pro,小米,16+512G,岩石灰,2
vivo iQOO 13,VIVO,16+512G,赛道版,1
魅族21,魅族,12+256G,无界黑,2
Xiaomi MIX Fold4,小米,12GB+256GB,黑色,1
一加 Ace 5,一加,引力钛 16+512G,引力钛 16+512G,5
荣耀 300 Pro,荣耀,墨岩黑 12+512G,墨岩黑 12+512G,1
iPhone 15 Plus 仅激活,Apple,256G 蓝色,256G 蓝色,1
真我 Neo7,realme,潜航 16+1T,潜航 16+1T,2
iPhone 16 Pro（准新）,Apple,沙漠色钛金属 128G,沙漠色钛金属 128G,1
vivo iQOO Neo10,vivo,拉力橙 16+256G,拉力橙 16+256G,3
红米 K80 Pro,红米,雪岩白 12+512G,雪岩白 12+512G,2
红米 K80 Pro,红米,雪岩白 16+512G,雪岩白 16+512G,4
红米 K80,红米,玄夜黑 12+512G,玄夜黑 12+512G,6
iPhone 16（准新）,Apple,128G 白色,128G 白色,1
荣耀Magic7[非监管],荣耀,12+512GB,雪域白,1
iPhone16 Plus[监管],苹果,256GB,粉色,1
vivo iQOO Neo9S Pro[非监管],vivo,12GB+256GB,格斗黑,3
小米14[非监管],小米,12+256G,雪山粉,3
小米15[非监管],小米,12+512G,丁香紫,1
小米15 Pro[非监管],小米,16+1TB,亮银版,23
小米15[非监管],小米,12+256G,亮银版,2
OPPO Find X8[非监管],OPPO,12+512G,浮光白,4
小米15[非监管],小米,12+256G,白色,11
华为 Mate 60 Pro (95新),华为,公开版 南糯紫 12+512G,公开版 南糯紫 12+512G,3
真我 GT7 Pro,realme,光域白 16+512G,光域白 16+512G,1
华为 Mate 70 Pro,华为,曜石黑 12+1T,曜石黑 12+1T,1
iPhone 15 仅激活,Apple,蓝色 128G,蓝色 128G,2
vivo iQOO Z9 Turbo+,vivo,星光白 12+256G,星光白 12+256G,4
红米K70至尊版,红米,16+512G 专属版 冰璃蓝,16+512G 专属版 冰璃蓝,1
vivo iQOO Z9 Turbo 长续航版,vivo,曜夜黑 12+256G,曜夜黑 12+256G,5
iPhone 15[监管],苹果,128GB,蓝色,9
OPPO Find X8[非监管],OPPO,16+256G,浮光白,5
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-12400F 内存16G 硬盘512G 显卡2060（普通机箱）,主机+显示器 27寸 2K 165HZ,8
真我 GT7 Pro,realme,光域白 12+512G,光域白 12+512G,1
机械师 曙光16 Air 2024,机械师（MACHENIKE）,i7-13620H/16G/512G/锐炬/16英寸/120Hz 耀夜灰,i7-13620H/16G/512G/锐炬/16英寸/120Hz 耀夜灰,2
iPhone 16 Pro 仅激活,Apple,黑色钛金属 128G,黑色钛金属 128G,12
iPhone14 Pro Max (90新),Apple,标准版 256G 银色,标准版 256G 银色,1
华为 Pura 70（99新）,华为,12+512G 羽砂黑,12+512G 羽砂黑,1
荣耀 Magic7 RSR 保时捷设计,荣耀,普罗旺斯紫 公开版 16+512G,普罗旺斯紫 公开版 16+512G,1
iPhone 15 Pro[监管],苹果,256GB,原色钛金属,6
小米15[非监管],小米,16+1T,黑色,2
华为HUAWEI Pocket 2[非监管],华为,12GB+512GB,大溪地灰,1
荣耀Magic7 Pro[非监管],荣耀,16+1TB,月影灰,1
华为 Mate 70,华为,12+1T 租赁版 云杉绿,12+1T 租赁版 云杉绿,1
vivo iQOO Z9 Turbo+,vivo,月影钛 12+256G,月影钛 12+256G,2
华为 Mate 70,华为,12+512G 租赁版 曜石黑,12+512G 租赁版 曜石黑,10
OPPO Reno13 Pro 仅激活,OPPO,蝶蝶紫 16+1T,蝶蝶紫 16+1T,2
一加 Ace 5 Pro,一加,潜航黑 12+256G,潜航黑 12+256G,5
OPPO Find X8,OPPO,12+256G 租赁版 浮光白,12+256G 租赁版 浮光白,2
真我 Neo7,realme,星舰 12+512G,星舰 12+512G,2
iPhone 14 Pro Max（99新）,Apple,标准版 128G 银色,标准版 128G 银色,2
红米 Turbo 4,红米,祥云白 公开版 16+256G,祥云白 公开版 16+256G,1
iPhone 14 Pro Max（99新）,Apple,深空黑色 标准版 256G,深空黑色 标准版 256G,3
vivo iQOO Neo10 Pro,vivo,驰光白 16+256G,驰光白 16+256G,2
vivo X Fold3,vivo,轻羽白 16+512G,轻羽白 16+512G,3
荣耀Magic7 Pro[非监管],荣耀,12+256GB,绒黑色,1
荣耀Magic7 Pro[非监管],荣耀,12+256GB,雪域白,2
iPhone16[监管],苹果,256GB,黑色,5
荣耀Magic7 Pro[非监管],荣耀,12+256GB,月影灰,2
华为 Pura 70[非监管],华为,12GB+512GB,冰晶蓝,4
vivo iQOO Z9 Turbo[非监管],vivo,16GB+256GB,曜夜黑,3
荣耀 X60i,荣耀,珊瑚紫 12+256G,珊瑚紫 12+256G,1
iPhone 14 Pro Max（99新）,Apple,暗紫色 标准版 256G,暗紫色 标准版 256G,2
荣耀 Magic7 Pro,荣耀,绒黑色 12+256G,绒黑色 12+256G,2
Apple 99新 iPhone 15 Pro,Apple,256G,原色钛金属,1
Apple iPhone 16 Pro,Apple,512G,黑色钛金属,8
三星 三星S24 ultra,三星,12G+256G,钛灰,1
Apple iPhone 16,Apple,128G,粉色,1
vivo iQOO 13,vivo,12+256G 赛道版,12+256G 赛道版,8
iPhone 15（准新）资源机,Apple,绿色 256G,绿色 256G,1
4060系列90天起租[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4070 水冷（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
荣耀Magic7[非监管],荣耀,12+256GB,天际蓝,1
iPhone16 Plus[非监管],苹果,256GB,黑色,1
一加Ace3[非监管],一加,12GB+256GB,星辰黑,1
小米14Ultra[非监管],小米,12+256G,白色,1
荣耀Magic7[非监管],荣耀,16+512G,天际蓝,1
OPPO Reno12[非监管],OPPO,12GB+256GB,柔和桃,1
vivo X200,vivo,钛色 12+256G,钛色 12+256G,8
华为 Nova 13 Pro,华为,洛登绿 512G,洛登绿 512G,1
华为 mate 60 pro (99新),华为,雅川青 12+256G,雅川青 12+256G,1
iPhone16 Pro Max 首月1元 租物活动专享,苹果,256G,原色钛金属,1
iPhone16 Pro Max 芝麻推广租物,苹果,256G,原色钛金属,4
首月1元 iPhone 16 Pro Max 新人专享 ,苹果,512G,沙漠色钛金属,41
iPhone16 Pro 芝麻推广租物,苹果,256G,原色钛金属,2
鸭梨手机2,小米,64G,白色,1
鸭梨手机2,小米,128G,白色,5
红米 K80 Pro,红米,玄夜黑 12+512G,玄夜黑 12+512G,3
红米 K80,红米,雪岩白 16+512G,雪岩白 16+512G,3
小米 14 Ultra,小米,16+512G 租赁版 白色,16+512G 租赁版 白色,1
OPPO Reno13 仅激活,OPPO,蝶蝶紫 12+256G,蝶蝶紫 12+256G,3
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡4060（海景房机箱）,主机+显示器 27寸 2K 165HZ,2
3050/3060全新电竞台式机（30天起租）[非监管],OPPO,i7-12700F 内存32G 硬盘1T 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
真我 Neo7,realme,潜航 12+256G,潜航 12+256G,6
vivo X200 Pro,vivo,钛色 16+1T,钛色 16+1T,3
小米 15,小米,浅草绿 16+512G,浅草绿 16+512G,6
一加 Ace 5 Pro,一加,星穹紫 16+512G,星穹紫 16+512G,2
红米Turbo3[非监管],小米,12GB+512GB,镜瓷白,1
iPhone16 Plus[监管],苹果,512GB,群青色,1
华为nova 13[非监管],华为,256GB,星耀黑,2
小米15 Pro[非监管],小米,12+256G,云杉绿,13
25款拯救者Y700三代游戏平板[非监管],OPPO,骁龙 8+Gen3 12G+256G WIFI,碳晶黑,2
vivo iQOO 13[非监管],vivo,16GB+1TB,曼岛,5
华为HUAWEI Pocket 2[监管],华为,12GB+256GB,洛可可白,1
华为 Mate 70[监管],华为,12GB+512GB,风信紫,1
iPhone14 Pro (90新),Apple,标准版 256G 银色,标准版 256G 银色,1
iPhone 15 Plus,Apple,256G 绿色,256G 绿色,1
OPPO Find X8（全新）,OPPO,租赁版 浮光白 12+256G,租赁版 浮光白 12+256G,3
iPhone 16 Pro 仅激活,Apple,白色钛金属 128G,白色钛金属 128G,11
华为 Mate 70 RS,华为,玄黑 16+512G,玄黑 16+512G,4
酷睿i5/i7 低中高端式电脑主机（180天起租）[非监管],OPPO,i5-10400F 内存16G 硬盘512G 显卡2060（普通机箱）,单主机,1
荣耀 Magic7 Pro,荣耀,雪域白 16+512G,雪域白 16+512G,4
荣耀 X60i,荣耀,8+256G 幻夜黑,8+256G 幻夜黑,1
